,Location,Property subtype,Price,Number of bedrooms,Living area,Kitchen,Furnished,Open fireplace,Terrace,Garden,Surface area land,Pool,Condition
129,Essen,VILLA,1695000.0,4.0,1250.0,False,False,False,False,False,2000.0,False,True
130,Nivelles,HOUSE,595000.0,3.0,150.0,True,False,False,True,False,1500.0,False,False
131,Virton,HOUSE,179000.0,3.0,135.0,True,False,False,True,False,350.0,False,True
132,Ath,HOUSE,120500.0,2.0,116.0,True,False,False,False,True,340.0,False,True
136,Thuin,HOUSE,75000.0,3.0,80.0,False,False,False,False,True,348.0,False,False
137,Ville de Bruxelles - Stad Brussel,VILLA,765000.0,8.0,330.0,True,False,False,True,True,700.0,False,True
143,Oudenaarde,HOUSE,279000.0,4.0,165.0,True,False,False,True,True,1475.0,False,True
144,Arlon,FARMHOUSE,950000.0,0.0,250.0,False,True,False,False,False,78987.0,False,False
147,Brugge,HOUSE,349000.0,2.0,246.0,True,False,False,True,True,1110.0,False,True
149,Zoersel,VILLA,569000.0,4.0,190.0,True,False,False,True,True,1324.0,False,True
150,Roeselare,HOUSE,165000.0,4.0,181.0,True,False,False,True,True,166.0,False,True
151,Tielt,VILLA,530000.0,4.0,258.0,True,False,True,True,False,705.0,False,True
152,Neufchâteau,HOUSE,370000.0,7.0,175.0,True,False,False,False,True,800.0,False,True
156,Nivelles,HOUSE,230000.0,4.0,244.0,True,False,False,True,True,300.0,False,True
157,Charleroi,HOUSE,120000.0,5.0,210.0,True,False,False,False,False,160.0,False,True
158,Dinant,HOUSE,299000.0,4.0,310.0,True,False,False,False,False,120.0,False,True
159,Dinant,HOUSE,349000.0,4.0,170.0,True,False,True,True,False,1120.0,False,True
160,Virton,HOUSE,215000.0,3.0,120.0,False,False,False,False,False,850.0,False,True
162,Kortrijk,VILLA,295000.0,3.0,145.0,True,False,False,True,True,540.0,False,True
163,Waremme,HOUSE,420000.0,3.0,227.0,True,False,True,True,True,509.0,False,True
166,Gent,HOUSE,330000.0,4.0,145.0,True,False,False,True,False,0.0,False,True
169,Oudenaarde,HOUSE,595000.0,5.0,234.0,True,False,False,True,True,1662.0,False,True
170,Hasselt,HOUSE,490000.0,9.0,433.0,False,False,False,True,False,6104.0,False,True
171,Mons,VILLA,299000.0,3.0,140.0,True,False,False,True,True,2000.0,False,True
172,Mons,HOUSE,120000.0,2.0,78.0,True,False,False,True,False,180.0,False,True
173,Mons,HOUSE,126000.0,2.0,83.0,True,False,False,False,True,122.0,False,True
174,Mons,HOUSE,110000.0,2.0,74.0,False,False,False,False,False,0.0,False,True
176,Ixelles - Elsene,HOUSE,1550000.0,5.0,323.0,True,False,False,True,True,253.0,False,True
177,Kortrijk,VILLA,390000.0,3.0,245.0,False,False,False,True,False,548.0,False,True
178,Mons,HOUSE,110000.0,2.0,74.0,False,False,False,False,False,0.0,False,True
180,Ixelles - Elsene,HOUSE,1550000.0,5.0,323.0,True,False,False,True,True,253.0,False,True
181,Kortrijk,VILLA,390000.0,3.0,245.0,False,False,False,True,False,548.0,False,True
182,Brugge,HOUSE,339000.0,3.0,114.0,True,False,False,True,True,192.0,False,True
183,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,APARTMENT_BLOCK,1100000.0,5.0,325.0,False,False,False,True,True,185.0,False,True
184,Leuven,HOUSE,295000.0,4.0,154.0,False,False,False,False,False,378.0,False,True
185,Roeselare,HOUSE,219000.0,4.0,160.0,False,False,False,False,False,251.0,False,True
187,Gent,TOWN_HOUSE,250000.0,2.0,159.0,False,False,False,True,False,47.0,False,True
190,Flémalle,HOUSE,199001.0,2.0,100.0,True,False,False,True,True,150.0,False,True
191,Ville de Bruxelles - Stad Brussel,HOUSE,385000.0,3.0,140.0,True,False,False,False,False,130.0,False,True
192,Hainaut,MANSION,210000.0,3.0,170.0,True,False,False,True,False,341.0,False,True
193,Leuven,VILLA,442000.0,2.0,173.0,False,False,False,True,False,1561.0,False,False
197,Charleroi,HOUSE,144900.0,4.0,160.0,False,False,False,True,False,300.0,False,True
198,Charleroi,APARTMENT_BLOCK,327750.0,8.0,335.0,False,False,False,False,False,0.0,False,True
200,Leuven,EXCEPTIONAL_PROPERTY,4950000.0,6.0,750.0,True,False,False,True,True,20000.0,True,True
204,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,HOUSE,275000.0,3.0,105.0,False,False,False,True,True,107.0,False,True
205,Tournai-Mouscron,VILLA,259000.0,5.0,170.0,True,False,False,True,True,1087.0,False,True
207,Nivelles,HOUSE,895000.0,6.0,324.0,True,False,False,True,False,3242.0,False,True
208,Gent,HOUSE,289000.0,3.0,160.0,True,False,False,True,False,110.0,False,True
210,Seraing,HOUSE,176000.0,2.0,80.0,True,False,False,True,True,105.0,False,True
211,Waremme,HOUSE,225000.0,3.0,141.0,True,False,False,True,True,510.0,False,True
212,Waremme,HOUSE,189000.0,3.0,130.0,False,False,False,True,True,545.0,False,True
213,Nivelles,HOUSE,325000.0,2.0,79.0,True,True,False,True,False,770.0,False,True
214,Charleroi,MIXED_USE_BUILDING,495000.0,8.0,414.0,True,False,False,False,False,240.0,False,True
216,Mons,HOUSE,105000.0,3.0,117.0,True,False,False,False,False,0.0,False,True
217,Thuin,APARTMENT_BLOCK,485000.0,4.0,300.0,True,False,False,True,False,0.0,False,True
220,Chaudfontaine,HOUSE,295000.0,3.0,270.0,False,False,False,False,True,1161.0,False,True
221,Chênée,HOUSE,295000.0,3.0,270.0,False,False,False,False,True,1161.0,False,True
222,Oupeye,HOUSE,699000.0,6.0,377.0,True,False,False,True,True,4200.0,False,True
223,Halle-Vilvoorde,VILLA,569000.0,3.0,382.0,True,False,False,True,True,605.0,False,True
226,Thuin,MANSION,475000.0,7.0,500.0,True,False,False,True,True,1730.0,True,True
229,Tournai-Mouscron,HOUSE,1250000.0,8.0,520.0,True,False,False,True,True,1100.0,True,True
230,Tournai-Mouscron,HOUSE,159000.0,1.0,65.0,True,False,False,False,False,0.0,False,True
231,Charleroi,HOUSE,189900.0,2.0,117.0,True,False,False,True,False,810.0,False,True
232,Charleroi,HOUSE,89900.0,3.0,109.0,False,False,False,True,True,850.0,False,True
233,,BUNGALOW,14900.0,2.0,32.0,True,False,False,True,True,200.0,False,True
234,Liège,HOUSE,185000.0,4.0,95.0,True,False,False,True,False,0.0,False,True
235,Verviers,HOUSE,125000.0,4.0,135.0,False,False,False,False,False,0.0,False,True
237,Nivelles,HOUSE,735000.0,6.0,300.0,True,False,False,True,True,10000.0,False,True
238,Gent,VILLA,1150000.0,3.0,370.0,True,False,False,True,True,910.0,False,True
239,Wépion,HOUSE,485000.0,5.0,280.0,False,False,False,True,False,1663.0,False,True
243,Nivelles,HOUSE,295000.0,4.0,180.0,True,False,False,True,False,1432.0,False,True
244,Nivelles,HOUSE,265000.0,3.0,187.0,True,False,False,True,False,231.0,False,True
245,Gent,HOUSE,335000.0,4.0,200.0,False,False,False,False,True,162.0,False,True
246,Gent,HOUSE,335000.0,4.0,200.0,False,False,False,False,True,162.0,False,True
247,Mechelen,MANSION,389000.0,3.0,170.0,True,False,False,True,True,184.0,False,True
249,Halle-Vilvoorde,VILLA,745000.0,5.0,300.0,True,False,True,True,False,582.0,False,True
250,Oostende,HOUSE,240000.0,3.0,133.0,True,False,False,True,True,141.0,False,True
251,Antwerpen,EXCEPTIONAL_PROPERTY,439900.0,2.0,145.0,True,False,False,False,False,34.0,False,True
255,Hasselt,HOUSE,205000.0,3.0,151.0,True,False,False,False,False,545.0,False,True
258,Mechelen,HOUSE,369000.0,3.0,204.0,True,False,False,True,True,617.0,False,True
260,Soignies,VILLA,365000.0,3.0,149.0,True,False,False,True,True,1650.0,False,True
261,Ath,HOUSE,310000.0,5.0,200.0,True,False,False,False,True,327.0,False,True
262,Nivelles,HOUSE,190000.0,3.0,201.0,True,False,False,True,False,135.0,False,True
264,Dinant,MIXED_USE_BUILDING,398000.0,4.0,254.0,True,True,False,True,False,920.0,False,False
265,Flémalle,HOUSE,95000.0,2.0,85.0,False,False,False,True,True,120.0,False,True
268,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,HOUSE,790000.0,4.0,278.0,True,False,False,True,True,132.0,False,True
269,Auderghem - Oudergem,HOUSE,625000.0,4.0,208.0,False,False,False,True,True,165.0,False,True
270,Charleroi,HOUSE,100000.0,2.0,101.0,True,False,False,False,False,51.0,False,True
271,Liège,HOUSE,125000.0,4.0,127.0,False,False,False,False,False,84.0,False,True
274,Halle-Vilvoorde,HOUSE,529000.0,4.0,165.0,True,False,False,True,False,156.0,False,False
277,Liège,MANSION,219000.0,3.0,165.0,False,False,False,True,False,0.0,False,True
279,Hoboken,HOUSE,369000.0,3.0,181.0,True,False,False,True,True,229.0,False,False
283,Rumst,HOUSE,248500.0,2.0,90.0,True,False,False,True,True,162.0,False,True
284,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,HOUSE,419000.0,3.0,164.0,True,False,False,True,False,180.0,False,True
286,Mons,HOUSE,149000.0,2.0,110.0,True,False,False,True,True,354.0,False,True
287,Nivelles,VILLA,1060000.0,7.0,430.0,True,False,False,True,False,2000.0,False,True
291,Roeselare,HOUSE,335000.0,3.0,180.0,False,False,False,False,True,3092.0,False,True
292,Turnhout,MIXED_USE_BUILDING,275000.0,3.0,280.0,True,False,False,False,True,275.0,False,True
293,Leuven,HOUSE,275000.0,3.0,118.0,False,False,False,False,True,780.0,False,True
295,Mechelen,HOUSE,335000.0,3.0,167.0,True,False,False,False,False,267.0,False,True
297,Gent,HOUSE,289000.0,3.0,191.0,False,False,False,False,True,0.0,False,True
301,Hasselt,HOUSE,424000.0,3.0,266.0,True,False,True,False,True,516.0,False,True
302,Borgerhout,MANSION,399000.0,6.0,230.0,True,False,False,False,True,87.0,False,False
303,Borgerhout,HOUSE,339900.0,3.0,140.0,True,False,False,False,True,140.0,False,True
309,Antwerpen,TOWN_HOUSE,585000.0,5.0,240.0,False,False,False,True,True,90.0,False,True
312,Tielt,HOUSE,385000.0,3.0,230.0,True,False,False,True,True,594.0,False,True
313,Oostende,VILLA,1650000.0,4.0,499.0,True,False,True,False,True,760.0,False,True
314,Leuven,MIXED_USE_BUILDING,960000.0,4.0,260.0,True,False,False,False,False,235.0,False,True
317,Gent,HOUSE,285000.0,3.0,160.0,True,False,False,False,False,232.0,False,True
318,Gent,HOUSE,395000.0,3.0,163.0,True,False,False,False,False,623.0,False,True
327,Gent,VILLA,475000.0,3.0,195.0,True,False,False,True,True,590.0,False,True
329,Brugge,HOUSE,315000.0,3.0,158.0,False,False,False,False,True,328.0,False,True
332,Mons,MANSION,299000.0,3.0,205.0,False,False,False,True,False,130.0,False,True
336,Diksmuide,HOUSE,150000.0,3.0,136.0,False,False,False,False,False,224.0,False,True
337,Halle-Vilvoorde,EXCEPTIONAL_PROPERTY,555000.0,4.0,250.0,False,False,False,True,False,395.0,False,True
338,Sint-Niklaas,HOUSE,225000.0,2.0,146.0,False,False,False,False,False,144.0,False,False
340,Veurne,HOUSE,595000.0,3.0,180.0,True,True,False,True,False,186.0,False,True
341,Veurne,HOUSE,275000.0,4.0,162.0,True,False,False,False,True,97.0,False,True
344,Gent,HOUSE,498000.0,4.0,140.0,False,False,False,True,True,449.0,False,False
345,Gent,HOUSE,498000.0,4.0,140.0,False,False,False,True,True,449.0,False,False
348,Nivelles,HOUSE,425000.0,5.0,150.0,True,False,False,False,True,775.0,False,True
349,Brugge,HOUSE,995000.0,4.0,230.0,False,False,False,True,True,176.0,False,False
351,Dinant,BUNGALOW,49000.0,1.0,30.0,True,False,False,False,False,0.0,False,True
352,Dinant,BUNGALOW,49000.0,1.0,30.0,True,False,False,False,False,0.0,False,True
353,Dinant,HOUSE,295000.0,3.0,170.0,True,False,True,False,False,812.0,False,True
354,Halle-Vilvoorde,APARTMENT_BLOCK,1375000.0,6.0,405.0,True,False,False,True,False,410.0,True,True
356,Kortrijk,VILLA,450000.0,3.0,186.0,False,False,False,True,True,598.0,False,True
358,Eeklo,HOUSE,189000.0,2.0,136.0,True,False,False,False,True,300.0,False,True
359,Leuven,VILLA,549000.0,5.0,275.0,True,False,False,True,True,2000.0,False,True
361,Sombreffe,HOUSE,245000.0,3.0,110.0,False,False,False,True,True,627.0,False,True
364,Malle,HOUSE,479000.0,4.0,275.0,False,False,False,True,True,475.0,False,True
366,Huy,BUNGALOW,249000.0,2.0,117.0,True,False,False,True,True,843.0,False,True
367,Dendermonde,HOUSE,179000.0,2.0,87.0,True,False,False,False,True,120.0,False,True
368,Tongeren,APARTMENT_BLOCK,196900.0,5.0,205.0,True,False,False,True,True,162.0,False,True
369,Arlon,HOUSE,389000.0,3.0,329.0,False,False,False,True,False,2125.0,False,False
370,Mechelen,APARTMENT_BLOCK,337000.0,3.0,144.0,True,False,False,False,True,117.0,False,True
371,Mechelen,HOUSE,337000.0,3.0,144.0,True,False,False,False,True,117.0,False,True
372,Kapellen,VILLA,499000.0,4.0,319.0,False,False,False,False,True,2066.0,False,True
373,Kapellen,HOUSE,499000.0,4.0,319.0,False,False,False,False,True,2066.0,False,True
374,Leuven,MANSION,685000.0,8.0,280.0,False,True,False,True,True,220.0,False,True
375,Schoten,HOUSE,349000.0,2.0,227.0,False,False,False,False,True,331.0,False,True
381,Halle-Vilvoorde,APARTMENT_BLOCK,385000.0,4.0,154.0,False,False,False,False,False,150.0,False,True
382,Oudenaarde,MIXED_USE_BUILDING,319000.0,5.0,210.0,True,False,False,False,False,101.0,False,False
383,Oudenaarde,HOUSE,319000.0,5.0,210.0,True,False,False,False,False,101.0,False,False
384,Oudenaarde,HOUSE,139900.0,2.0,110.0,True,False,False,False,False,260.0,False,True
385,Saint-Nicolas,HOUSE,220000.0,2.0,115.0,True,False,False,True,True,1320.0,False,True
386,Brugge,HOUSE,280000.0,3.0,145.0,False,True,False,False,False,150.0,False,True
387,Gent,HOUSE,449000.0,3.0,150.0,True,False,False,False,False,770.0,False,True
388,Borgerhout,HOUSE,189500.0,4.0,120.0,False,False,False,False,False,45.0,False,True
390,Sint-Niklaas,HOUSE,375000.0,4.0,170.0,True,False,True,True,True,462.0,False,True
392,Eeklo,HOUSE,249000.0,3.0,160.0,True,False,False,True,False,107.0,False,True
393,Dendermonde,HOUSE,169000.0,2.0,112.0,True,False,False,True,False,293.0,False,True
394,Jette,VILLA,1499000.0,5.0,647.0,True,False,True,False,False,951.0,False,True
395,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,MIXED_USE_BUILDING,795000.0,0.0,650.0,True,False,False,False,False,650.0,False,True
396,Mechelen,HOUSE,240000.0,4.0,170.0,True,False,False,True,True,310.0,False,True
397,Sint-Niklaas,HOUSE,307000.0,3.0,160.0,False,False,False,False,True,150.0,False,False
398,Brecht,VILLA,735000.0,5.0,330.0,True,False,False,True,False,3600.0,False,True
399,Halle-Vilvoorde,HOUSE,455000.0,5.0,260.0,False,False,True,True,True,177.0,False,True
400,Mechelen,HOUSE,455000.0,2.0,176.0,True,False,False,True,True,346.0,False,False
401,Mechelen,HOUSE,485000.0,3.0,210.0,True,False,False,True,True,468.0,False,False
402,Herstal,HOUSE,549000.0,3.0,138.0,False,False,False,True,True,1100.0,True,True
403,Sint-Niklaas,HOUSE,210000.0,2.0,150.0,True,False,False,True,False,136.0,False,True
404,Sint-Niklaas,HOUSE,289000.0,3.0,150.0,True,False,False,False,False,146.0,False,True
405,Gent,HOUSE,419000.0,3.0,145.0,False,False,False,False,True,90.0,False,False
406,Gent,HOUSE,465000.0,3.0,145.0,False,False,False,False,True,138.0,False,False
407,Huy,EXCEPTIONAL_PROPERTY,379000.0,3.0,155.0,True,False,False,True,True,290.0,True,True
408,Huy,MANSION,379000.0,3.0,155.0,True,False,False,True,True,290.0,True,True
409,Oostende,HOUSE,280000.0,3.0,250.0,True,False,False,True,True,0.0,False,True
410,Huy,HOUSE,379000.0,3.0,155.0,True,False,False,True,True,290.0,True,True
413,Oostende,HOUSE,489000.0,4.0,184.0,True,False,False,False,True,600.0,False,False
414,Tielt,HOUSE,350000.0,4.0,281.0,False,False,False,False,False,463.0,False,True
416,Leuven,HOUSE,329000.0,2.0,157.0,True,False,False,True,True,586.0,False,True
419,Gent,TOWN_HOUSE,295000.0,2.0,126.0,False,False,False,False,True,69.0,False,True
420,Brugge,VILLA,459500.0,3.0,99.0,True,False,False,False,True,700.0,False,False
421,Sint-Niklaas,HOUSE,655000.0,3.0,379.0,False,False,False,True,False,463.0,False,True
422,Aalst,HOUSE,335000.0,3.0,191.0,True,False,False,False,True,0.0,False,False
424,Oostende,HOUSE,245000.0,2.0,115.0,True,False,False,True,False,100.0,False,True
425,Oostende,HOUSE,1650000.0,4.0,499.0,True,False,True,True,True,760.0,False,True
426,Kortrijk,HOUSE,320000.0,3.0,206.0,True,False,False,False,True,218.0,False,True
427,Nivelles,VILLA,445000.0,3.0,140.0,True,False,False,False,True,608.0,False,True
429,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,HOUSE,730000.0,3.0,210.0,True,False,False,False,False,81.0,False,False
430,Gent,HOUSE,255000.0,2.0,110.0,True,False,False,True,True,334.0,False,True
432,Mettet,HOUSE,199000.0,3.0,130.0,True,False,False,True,False,0.0,False,True
433,Neufchâteau,HOUSE,215000.0,4.0,160.0,True,False,False,True,True,195.0,False,True
434,Vedrin,HOUSE,249000.0,3.0,159.0,True,False,True,False,False,482.0,False,False
435,Tournai-Mouscron,HOUSE,135000.0,3.0,120.0,True,False,False,True,True,139.0,False,True
436,Tournai-Mouscron,HOUSE,105000.0,2.0,93.0,True,False,True,True,False,95.0,False,True
437,Stabroek,TOWN_HOUSE,349000.0,3.0,130.0,True,False,False,False,True,0.0,False,True
438,Tournai-Mouscron,HOUSE,359000.0,4.0,200.0,True,False,False,False,False,700.0,False,True
440,Wierde,VILLA,545000.0,5.0,250.0,False,False,True,True,False,1350.0,False,True
441,Halle-Vilvoorde,HOUSE,499000.0,3.0,184.0,True,False,False,True,False,145.0,False,True
442,Kortrijk,HOUSE,262500.0,3.0,130.0,True,False,False,True,False,247.0,False,True
443,Kortrijk,HOUSE,335000.0,3.0,180.0,True,False,False,True,False,376.0,False,True
444,Eeklo,APARTMENT_BLOCK,1900000.0,21.0,1075.0,True,False,False,True,False,0.0,False,True
445,Gent,HOUSE,295000.0,4.0,260.0,False,False,False,True,True,913.0,False,False
447,Dinant,VILLA,999000.0,8.0,492.0,True,True,False,True,True,2600.0,True,True
448,Dinant,VILLA,428500.0,2.0,245.0,True,False,False,True,True,1800.0,False,True
449,Dinant,HOUSE,375000.0,2.0,184.0,True,False,False,True,True,1895.0,False,True
450,Neufchâteau,HOUSE,995000.0,17.0,800.0,True,False,False,True,True,5800.0,False,True
451,Philippeville,HOUSE,490000.0,4.0,316.0,True,False,True,True,True,2347.0,False,False
452,Dinant,HOUSE,175000.0,2.0,124.0,True,False,False,True,False,445.0,False,True
453,Dinant,HOUSE,399000.0,5.0,437.0,False,False,True,True,True,2143.0,False,True
454,La Louvière,HOUSE,150000.0,3.0,173.0,True,False,False,True,False,100.0,False,True
455,Philippeville,VILLA,235000.0,3.0,125.0,True,False,False,True,True,1244.0,False,True
456,Dinant,HOUSE,59000.0,1.0,30.0,True,False,False,True,False,148.0,False,True
457,Dinant,HOUSE,265000.0,3.0,95.0,True,True,False,True,True,1953.0,False,True
458,Philippeville,COUNTRY_COTTAGE,175000.0,1.0,55.0,True,False,False,False,True,1300.0,False,True
459,Dinant,VILLA,245000.0,3.0,100.0,True,True,False,True,True,1380.0,False,True
461,Dinant,HOUSE,274000.0,3.0,180.0,True,False,False,True,True,425.0,False,True
462,Dinant,VILLA,299000.0,4.0,175.0,True,False,False,False,True,443.0,False,True
463,Dinant,HOUSE,399000.0,3.0,155.0,True,True,False,True,True,667.0,False,True
464,Arlon,HOUSE,469000.0,5.0,220.0,False,False,False,True,True,235.0,False,True
465,Aalst,HOUSE,175000.0,3.0,135.0,True,False,False,True,True,266.0,False,True
466,Aalst,TOWN_HOUSE,349500.0,2.0,177.0,True,False,False,True,False,70.0,False,True
467,Philippeville,HOUSE,299000.0,5.0,209.0,True,False,False,True,True,953.0,False,True
468,Dinant,HOUSE,299000.0,5.0,560.0,True,False,False,True,False,300.0,False,True
469,Dinant,HOUSE,180000.0,3.0,115.0,True,False,False,True,True,625.0,False,True
470,Dinant,VILLA,345000.0,3.0,154.0,True,False,False,True,True,995.0,False,True
471,Leuven,HOUSE,234000.0,2.0,133.0,True,False,False,True,False,85.0,False,True
472,Auderghem - Oudergem,HOUSE,665000.0,4.0,170.0,True,False,False,True,False,90.0,False,False
473,Dinant,HOUSE,795000.0,6.0,610.0,True,False,False,True,True,3050.0,False,True
474,Dinant,HOUSE,324000.0,3.0,210.0,True,False,False,False,False,72.0,False,True
475,Dinant,HOUSE,324000.0,3.0,200.0,True,False,False,False,False,100.0,False,True
476,Gent,HOUSE,589000.0,4.0,356.0,True,False,False,True,True,1100.0,False,True
478,Namur,HOUSE,292600.0,4.0,116.0,True,False,True,False,True,1020.0,False,True
479,Gent,HOUSE,225000.0,3.0,110.0,True,False,False,False,True,250.0,False,True
480,Gent,HOUSE,225000.0,3.0,110.0,True,False,False,False,True,238.0,False,True
481,Chênée,APARTMENT_BLOCK,219000.0,3.0,277.0,False,False,False,False,False,120.0,False,True
482,Turnhout,HOUSE,304900.0,3.0,143.0,False,False,False,False,False,219.0,False,True
484,Ixelles - Elsene,APARTMENT_BLOCK,1150000.0,0.0,350.0,True,False,False,False,False,0.0,False,False
486,Turnhout,HOUSE,349000.0,4.0,186.0,False,False,False,False,False,1032.0,False,True
487,Nivelles,HOUSE,265000.0,3.0,125.0,True,False,False,True,True,361.0,False,True
489,Tournai-Mouscron,HOUSE,289000.0,5.0,156.0,True,False,False,True,True,642.0,False,True
490,Tournai-Mouscron,HOUSE,155000.0,3.0,150.0,True,False,False,False,True,1950.0,False,True
491,Ath,FARMHOUSE,335000.0,3.0,155.0,False,False,False,False,False,2034.0,False,False
492,Nivelles,VILLA,795000.0,8.0,350.0,False,False,True,True,True,1500.0,False,False
493,Schaerbeek - Schaarbeek,APARTMENT_BLOCK,1395000.0,0.0,991.0,False,False,False,True,True,750.0,False,True
495,Turnhout,HOUSE,279000.0,4.0,164.0,False,False,False,False,False,830.0,False,True
496,Gent,HOUSE,275000.0,3.0,140.0,True,False,False,True,False,1048.0,False,True
499,Turnhout,HOUSE,399000.0,3.0,242.0,True,False,False,True,True,437.0,False,True
500,Turnhout,HOUSE,230000.0,3.0,285.0,False,False,False,False,False,1168.0,False,False
